iso_year,week,global_total_events,global_disruption_events,extreme_crisis_events,high_velocity_media_events,black_swan_candidate_events,global_avg_impact,global_worst_event_impact,global_avg_sentiment,global_total_media_mentions,global_peak_event_media,maritime_conflict_events,infrastructure_attack_events,trade_restriction_events,protest_events,middle_east_disruption,asia_disruption,europe_disruption,russia_ukraine_disruption,egypt_disruption,yemen_disruption,unique_sources
2018,1,1472667,428017,130616,218,23,0.37396643090345116,-10,-2.220816979803498,8890512,810,21190,2289,94104,19194,44959,7733,6521,16525,5178,3215,447836
2018,2,1839672,501432,146603,245,33,0.56631408550768048,-10,-1.9671700884891949,11070095,1180,22374,2674,111365,19339,36202,9490,7895,22687,5479,2988,555780
2018,3,1945383,530159,160491,283,25,0.54665179041864764,-10,-1.9456202185915468,11624467,1070,25258,3037,112691,20796,30938,10294,8486,23080,5298,2826,569161
2018,4,1964751,527932,157314,287,23,0.58164543657872858,-10,-1.8492130164283318,11704774,854,25675,3168,113725,21328,24935,9130,9574,24938,4537,2781,568662
2018,5,1872867,507981,154738,315,28,0.54977144642032361,-10,-1.9624962674125193,11366976,722,26230,3465,110930,17497,27902,9456,8531,27423,4154,3544,559647
2018,6,1935638,530535,167041,247,9,0.513290755687769,-10,-1.9398356254054179,11673845,716,27520,3284,114032,18012,40372,9582,8168,26649,4956,2444,573751
2018,7,1910197,520605,162253,187,23,0.52833575979733982,-10,-1.9704214696908104,11358169,1850,33841,2138,113364,16039,36802,7960,9230,31489,4584,1971,559540
2018,8,1942470,539574,166064,234,19,0.48667106657207915,-10,-2.0099751992009254,11636026,1660,34021,2634,119538,20090,30166,8165,9705,31105,4302,2273,575130
2018,9,1917019,523433,158193,252,22,0.53527610866257347,-10,-1.866993628893971,11485008,900,31012,1945,115643,19759,24475,9387,8873,29815,3992,2951,570200
2018,10,2020674,525249,151178,299,22,0.6720648240114302,-10,-1.6785815649878666,11956931,600,26460,1668,115991,24357,23176,10953,8914,27977,4187,2071,593623
2018,11,2032604,544408,155026,277,29,0.58678691015144147,-10,-1.8689234749256245,12000563,534,25545,1801,118608,24978,23755,9090,9102,49264,3906,1605,591424
2018,12,1986061,542478,157705,226,27,0.55363190938390738,-10,-1.8670217824804787,11843511,976,28383,2442,118813,25339,26209,11163,11668,36625,4357,2348,589085
2018,13,1932283,545783,151049,289,27,0.4654312426090621,-10,-1.9594075596705451,11366624,660,27860,3542,139717,23310,31962,10541,12679,57652,4111,4233,557245
2018,14,1916233,529850,158058,418,34,0.52841503534018852,-10,-2.0226442523823316,11368712,1480,30429,2233,116991,22419,31038,11421,10407,35142,3662,2765,555715
2018,15,2136845,629315,205721,173,20,0.29195397672816559,-10,-2.208383776841949,12217566,580,27370,14563,126062,21032,41553,11826,10238,59011,3732,2871,597240
2018,16,2018430,550994,171107,158,9,0.52426649491559052,-10,-1.8557651858108466,11855499,560,27749,7294,116395,22763,30347,10933,10380,33280,3398,2734,583566
2018,17,1917697,503021,154930,177,19,0.63596628866038551,-10,-1.7530982062088223,11275779,680,26601,3084,111806,19475,33025,10355,8786,22327,3167,4228,556051
2018,18,1821627,482298,145999,198,26,0.62850471419748755,-10,-1.7558360629002114,10701965,840,23607,3184,105490,19970,35968,10697,7660,20382,3038,2581,532484
2018,19,1987923,519136,164365,210,29,0.71179456274812369,-10,-1.6682956427013087,11468921,760,25570,7755,108733,18690,66808,11276,9594,21005,3315,3062,565177
2018,20,2013374,543261,163349,208,13,0.59302412673689064,-10,-1.8449934572986411,11664833,1260,30289,2958,111538,26036,65212,10920,8573,24029,4658,1875,576766
2018,21,1885201,497298,145739,195,12,0.64285444515170886,-10,-1.7830281221291402,11112326,670,27240,3396,112407,17885,34319,13810,9138,28007,3043,2653,555063
2018,22,1801678,473828,146296,228,13,0.647813270295277,-10,-1.7854784961693793,10690674,690,29304,2717,101381,16564,31882,11686,8876,32522,2890,1870,534234
2018,23,1843967,465738,134048,198,19,0.77867695029249429,-10,-1.677995533909729,10810324,3312,23150,1668,104231,17030,26818,12732,9854,24087,2543,2135,540636
2018,24,1828403,460165,131312,181,14,0.8202479223581336,-10,-1.6002238026714348,10707626,980,22313,1690,100531,16470,23501,12670,9118,17873,2066,4669,532365
2018,25,1844970,483183,135272,199,9,0.73448941606512008,-10,-1.7991479494316942,10989196,870,21658,2292,107575,19177,25838,10492,10583,18471,2272,3706,538590
2018,26,1849829,481404,139557,207,23,0.74012344978243838,-10,-1.743210838519784,10958235,530,25123,2113,108890,19129,23337,9071,8914,19750,2863,2979,533013
2018,27,1697928,449956,132485,168,15,0.66976263983236006,-10,-1.8278149038052329,10149870,640,23051,1503,104291,16718,27214,10887,9338,20892,2882,2118,504592
2018,28,1783758,457930,131340,185,17,0.74792171337623536,-10,-1.7011385304025906,10430691,740,21340,2387,102426,17326,26980,10427,11953,27044,2739,2175,513987
2018,29,1709568,460865,134109,258,39,0.61947159564847554,-10,-1.9434800926950839,10068765,812,24260,1884,101564,17287,26179,8923,8295,39395,2558,2010,484890
2018,30,1681275,460915,144055,229,20,0.53956281936366079,-10,-2.0378755308934124,9887349,540,25955,2341,100785,16867,35489,10467,7307,25278,3658,2594,479380
2018,31,1652203,457528,137505,413,45,0.52610841940569963,-10,-2.0799111043785676,9875203,982,23821,1411,101171,17739,27493,11265,6551,26428,3606,2889,475336
2018,32,1648923,472941,142794,306,28,0.4130863231691046,-10,-2.2129680828354905,9759886,1220,24125,3107,113378,17460,30984,10126,7848,27958,3745,3467,475025
2018,33,1615482,431407,127165,236,34,0.61679746354338816,-10,-2.02694453684389,9554156,34810,21115,1441,97813,14013,23106,11302,6899,22329,3514,2655,464121
2018,34,1669329,448712,129308,255,21,0.61226751858683148,-10,-2.088693034937513,9742568,1000,22343,1774,104818,14558,22050,12234,8461,30022,3478,2284,470231
2018,35,1787015,471472,137106,218,18,0.6721467363172664,-10,-1.9328121384095012,10339260,975,21170,1931,104694,16134,24330,11509,12186,29149,3031,2744,493722
2018,36,1752284,464086,136796,206,28,0.6381529478098299,-10,-1.9851329222117104,10222758,760,21275,2260,101065,17602,27780,11008,8902,33981,2946,2787,496971
2018,37,1746457,462297,134100,262,35,0.65091797331281176,-10,-2.0177469045861631,10312842,780,20695,2472,105607,16229,26277,11344,9170,30406,3082,2406,505202
2018,38,1784930,475292,143684,242,39,0.631817356724832,-10,-1.878318606052521,10447166,960,25850,2679,100343,15255,36028,14404,7594,36783,2368,2021,512200
2018,39,1804934,475404,134640,252,30,0.68911755222074611,-10,-1.7950639254432332,10553868,1320,20964,1486,99120,16227,34170,13808,9864,28331,2233,1879,510797
2018,40,1738667,464525,134983,286,39,0.63470845126398823,-10,-1.7147658080032662,10220655,960,21917,2709,97921,19191,26618,12308,10086,27720,2384,1794,505515
2018,41,1715652,444982,130528,237,37,0.67153459532270876,-10,-1.79256333102746,10002045,730,19045,1144,97278,16132,22474,11162,8833,22354,3350,1854,497537
2018,42,1831239,482202,146710,230,34,0.62495414306925512,-10,-1.8811295910548034,10569662,822,21469,2001,102699,15958,24802,9717,7851,23606,3183,2211,514387
2018,43,1825839,480870,143830,236,37,0.63609389222921209,-10,-1.8517529736168232,10560225,958,24619,2324,101220,17219,23226,10532,7915,24230,2554,1971,518172
2018,44,1809935,485092,151840,260,29,0.57955069079867028,-10,-1.9167899306556029,10477883,780,29794,1617,102406,17699,27353,10741,7856,20972,3862,2768,506866
2018,45,1792920,471347,143867,220,29,0.63020199473707117,-10,-1.7532891415326368,10318378,1216,25194,1250,101934,16174,26636,9915,9974,24635,3422,3323,510316
2018,46,1785125,464506,142417,172,25,0.66066955685356876,-10,-1.7993491900013121,10427723,1236,22110,3770,98585,16892,28189,9773,7571,20494,2683,2877,513681
2018,47,1653832,449968,137624,220,27,0.579529624888668,-10,-1.8561090515979959,9877513,830,23336,1896,95274,16260,21098,12690,7028,25737,2317,2640,484171
2018,48,1864978,491346,139081,170,25,0.65931762161141894,-10,-1.8347114832954423,10761097,850,23734,1783,113944,19478,21285,12823,8533,65877,2807,2814,522364
2018,49,1722357,450098,123175,198,26,0.7011387882999871,-10,-1.8236136948040877,10106466,800,20369,1346,105007,18156,25213,15883,7222,34469,2701,2477,496529
2018,50,1637859,453169,126354,135,13,0.56080909877418372,-10,-1.9880573184777635,9672872,480,23557,984,107456,17447,25700,17295,7272,25743,2554,2761,481625
2018,51,1589978,439894,120699,106,14,0.65663550061698983,-10,-1.9911220151433744,9348917,480,19228,1130,105354,16399,22230,13821,6493,26302,2222,2653,461833
2018,52,1169604,328319,100588,78,13,0.53378308708168476,-10,-2.0771151744878975,6826103,1024,17039,1752,75867,11695,21157,9305,4819,21904,3861,1616,335650
2018,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,1198846,333873,101735,62,7,0.51521880208133519,-10,-2.0865839283924772,6876718,630,17255,1110,75240,12130,18070,9804,5192,17027,2538,1922,345706
2019,2,1571690,423644,117388,104,8,0.63031486669368619,-10,-2.0343749263585735,9015515,648,19232,1492,97901,17496,25170,11890,8023,19481,3530,1759,456541
2019,3,1685424,450061,126114,106,15,0.64018183155868669,-10,-1.96636695944851,9701462,840,19689,2279,102224,18203,22278,15453,7801,23860,2771,1708,484302
2019,4,1675073,446135,125346,93,15,0.65060651160458316,-10,-1.8853441658550265,9652486,850,20805,2569,99899,19750,27495,12037,7237,24988,2585,1191,479058
2019,5,1675662,440146,116397,140,18,0.71758079512645134,-10,-1.918063654079694,9694096,680,19446,1419,103528,17517,21274,13276,6755,23802,2580,1489,484873
2019,6,1689023,433841,119040,91,12,0.76027537813280255,-10,-1.7673180468272043,9689283,440,20263,1152,95862,17129,18803,8822,7155,23223,2402,1261,483980
2019,7,1759684,468392,132752,100,15,0.66287158702538307,-10,-1.9309992790011805,10063296,720,21404,1818,102748,18956,26488,10841,8559,24030,2685,1307,497710
2019,8,1759796,473429,132633,89,8,0.63970035112084211,-10,-1.9105702298034384,10005712,320,20971,1599,107571,19136,22414,11161,8399,22916,3779,1160,497094
2019,9,1796801,476656,138304,81,9,0.63888830760599979,-10,-1.8907186436246406,10059529,1070,23092,1979,105983,18279,20574,11402,6751,23222,3090,1240,502833
2019,10,1655793,446988,124603,71,12,0.600700933027256,-10,-1.9011622281674752,9476619,480,19914,1508,102025,20040,23241,11396,8244,20479,3922,1301,476892
2019,11,1725649,486877,140818,113,11,0.47737170739056961,-10,-2.0906369796393265,10078870,1240,27927,1860,111111,22460,22515,13230,7628,21518,2761,1602,498253
2019,12,1736332,476281,142234,140,21,0.53410722749804629,-10,-2.0056779528576185,10028604,1200,28512,1323,105175,20641,23127,10671,11105,22099,2630,1313,491951
2019,13,1743206,466001,132938,134,10,0.64134760894581566,-10,-1.8896161017598696,10061607,1120,22363,4323,102448,19653,32186,11391,6799,25085,3102,1410,493589
2019,14,1651307,436232,122043,91,21,0.6628894497924066,-10,-1.8581658996803974,9594633,580,20973,1293,99394,17496,19758,9915,6888,18848,2882,1291,475919
2019,15,1709996,459503,124643,128,8,0.6380289243149041,-10,-1.9968406235453136,9830638,790,20574,1214,110519,17499,21711,9035,6836,20121,3194,1228,486992
2019,16,1551976,414937,120713,146,34,0.60076966396387577,-10,-1.9229493654801588,8919622,1200,21793,1552,94682,14987,17190,8621,6582,20766,2504,2126,446387
2019,17,1589377,426965,127876,114,14,0.59610108194221123,-10,-1.9549497918593535,9189402,580,21074,2789,96749,14573,18733,10448,5541,21312,2350,1083,453207
2019,18,1600531,440892,135626,143,14,0.50363844705276639,-10,-1.9731994379169659,9187993,780,25139,4553,97711,17925,21731,11342,6641,19783,2013,1143,450506
2019,19,1596638,426977,127740,110,17,0.61903118564578463,-10,-1.8903807882063712,9212012,480,22320,4190,95811,14539,26329,13184,7771,19461,2352,1171,460195
2019,20,1637705,444679,126384,139,14,0.58092660155522524,-10,-2.0223923032265438,9492083,696,20331,2380,105115,15493,31271,12891,7353,19342,2532,2663,472152
2019,21,1607412,431367,121470,110,11,0.63223651508298706,-10,-1.8593727274436243,9370020,460,19602,2425,99637,14946,25307,14657,6977,20584,2452,2284,467701
2019,22,1558964,405060,116557,110,19,0.68598466795427948,-10,-1.7423198069305843,8977840,740,19673,2040,92466,13663,23530,13617,7012,20223,2279,1191,445427
2019,23,1574823,408777,118476,102,17,0.68014390343953557,-10,-1.8435729833615861,9040117,750,20912,1607,91707,15304,17724,15156,8916,21335,2478,1133,443939
2019,24,1611936,426787,122984,100,8,0.65630055816775557,-10,-1.9322133559295191,9369848,690,19929,2621,93705,17835,29759,14027,6246,19396,2064,2242,458191
2019,25,1626587,439850,128688,131,12,0.578738470448136,-10,-2.0096126555606251,9438246,820,24740,2605,96698,17875,42179,12896,8642,25406,5180,2083,458470
2019,26,1671274,437359,122103,96,6,0.69097506146526988,-10,-1.868372459237706,9541588,610,21286,1532,99941,17266,31703,12315,7472,23610,2548,1584,465335
2019,27,1495736,394479,113359,69,11,0.67290957981665078,-10,-1.8635485010334387,8744302,780,18539,2150,88605,16090,24810,12158,7687,19255,2407,1173,430083
2019,28,1551186,410784,113363,64,3,0.67354681616309819,-10,-2.0037836303908327,8976168,1440,17894,1394,94577,14932,24935,11087,7394,21330,2678,1234,442590
2019,29,1562926,429721,117408,99,14,0.58335560996926894,-10,-2.0926937852577576,8990391,1440,19231,1319,100772,14744,31766,10271,7201,21803,4227,1088,447201
2019,30,1533226,415912,119127,110,15,0.58342631810313661,-10,-1.9952650790914126,8821781,450,20430,2418,93369,15232,27150,12110,5817,24083,2870,1069,437656
2019,31,1504038,415829,130034,128,16,0.49307091053671553,-10,-2.1591055371627843,8685847,720,26887,2758,90138,15357,21313,12477,6731,21078,1867,1932,428113
2019,32,1483263,426900,136379,59,8,0.36997457632260788,-10,-2.3479729973449777,8505267,432,35366,2389,90232,17267,19816,13406,5463,18111,2477,2508,423871
2019,33,1415038,394305,119094,66,12,0.4722714160326435,-10,-2.1378442790972816,8075219,1190,24641,1765,87091,16099,23776,15225,5634,16474,1577,2065,400842
2019,34,1577160,420838,122816,87,9,0.62337340536153585,-10,-2.0336105596640608,8947296,1200,21061,2282,93223,16819,25557,15521,7307,19578,1532,2255,434853
2019,35,1553786,416043,126582,75,9,0.60952939957432928,-10,-2.038475108967059,8879567,480,21822,2400,90483,15928,28674,13781,7552,19954,1471,2510,434309
2019,36,1521537,395443,115166,83,14,0.7112635011771008,-10,-2.0311439065402186,8832297,500,20674,1915,90259,16880,21071,11497,6432,20700,1400,1698,431984
2019,37,1568554,407193,116520,102,12,0.69976908668748483,-10,-1.9244679393270905,9010061,984,18845,2510,91029,14899,27294,9958,6323,19104,1902,2076,444566
2019,38,1608142,420968,118264,77,6,0.67648539894299986,-10,-1.9284155362522348,9200047,1268,18329,2952,92141,18971,38712,10376,6422,19599,2717,5082,450481
2019,39,1670040,417741,110077,82,7,0.80889961252401932,-10,-1.8580772093201929,9511477,1200,18668,1646,93051,17711,28176,11051,7407,24969,3776,1820,463592
2019,40,1557704,404659,113748,69,4,0.68002307244903026,-10,-1.9020264818643906,9009668,620,21596,2038,89208,18766,17743,12098,5412,23788,2401,1346,443926
2019,41,1650003,454352,134078,85,7,0.57970099430182587,-10,-2.0380808194435631,9444438,2040,19985,2424,97476,20283,18063,12025,9763,23234,2918,938,458834
2019,42,1643301,444856,129669,67,5,0.64340198795349335,-10,-1.9824166545449802,9427691,1320,20659,1468,98771,19487,13504,9012,7410,21974,1903,763,458836
2019,43,1582913,415069,120482,73,2,0.69547857201970753,-10,-1.8539546953194999,9134867,1070,18638,989,90756,19424,13964,9601,5840,23242,2066,736,446826
2019,44,1484565,392875,120311,51,9,0.61737253142677762,-10,-1.9043650238511012,8585737,590,18676,1695,84557,17481,16472,8360,5388,21034,1849,1021,424521
2019,45,1522713,400267,117286,68,5,0.65865501815182359,-10,-1.80409289228683,8856356,1200,19378,1303,87174,18072,16943,9262,7434,21577,1846,1013,437641
2019,46,1535688,413578,124656,73,7,0.58065082230244691,-10,-1.9630075461825878,8966926,448,22281,3607,89857,19103,23277,10167,6699,24291,2086,779,437689
2019,47,1537712,412316,114885,84,8,0.61447614600681932,-10,-1.9828614000249656,9031506,602,19048,2172,92485,20276,24683,12572,6193,24395,1932,876,440616
2019,48,1385262,370499,108206,65,15,0.62189971557685886,-10,-1.9529708187425789,8288672,440,18009,1720,81146,19680,19816,11167,6980,17744,2210,844,408070
2019,49,1509268,400231,119850,102,13,0.63707253142759146,-10,-1.9817447158760388,8736370,520,24021,1412,85478,17516,18549,11030,8847,23827,1572,812,429847
2019,50,1495572,397465,114563,82,7,0.66657769278602774,-10,-1.8947288163160392,8680841,580,22174,1419,88278,19347,15308,9287,7610,22681,1913,688,428245
2019,51,1438337,402713,111636,78,9,0.545517971151325,-10,-2.1034113047697081,8407304,440,18143,1236,93408,24801,14453,9703,7123,22143,2110,505,412132
2019,52,1065268,303427,95376,36,9,0.47199659803598526,-10,-2.150763671518797,6260149,604,15140,2702,64999,16244,16436,8370,4206,18525,1553,820,305246
2019,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1,466576,147125,51670,20,3,0.13052300161174155,-10,-2.6364145247650081,2634298,730,7271,1897,30644,7358,16464,3878,1689,5900,696,276,129191
2020,2,1639525,497289,178533,81,9,0.16463607730048477,-10,-2.5907462250405047,9034087,1680,25038,15435,99339,21896,95171,9580,6721,24146,1919,1190,439146
2020,3,1571602,427061,130289,87,4,0.59650706508840234,-10,-2.0636677279186411,8934604,506,22007,5471,90519,19223,45487,10151,7875,25116,3349,1262,437263
2020,4,1541188,390101,114495,73,13,0.71726966470021813,-10,-1.9860129055412268,8838914,412,18443,3224,85632,16324,23680,13469,7494,21439,1782,1337,434350
2020,5,1589805,412945,106602,72,8,0.70960017461381764,-10,-2.0213189227206092,9057667,660,17073,2481,111122,17016,27569,34909,6760,22233,2295,1170,440814
2020,6,1566149,412537,118391,54,9,0.6395648431693548,-10,-2.050280584226325,8923719,680,21438,1874,102309,14932,24159,27746,5460,21767,2410,1409,438546
2020,7,1539077,404721,116598,57,3,0.64381872228448966,-10,-1.9835693607319613,8881911,330,19012,2691,93736,15409,20973,20305,7643,21195,2647,1419,435947
2020,8,1514952,401016,113677,51,5,0.62251560461960032,-10,-2.0729211286110663,8703726,740,18151,2012,95908,16957,17023,18578,9413,27450,1757,1053,428437
2020,9,1574546,414642,123464,81,8,0.60271672996557735,-10,-2.1965399373628323,9018105,330,18504,2257,99306,17083,21426,15700,5514,21132,2770,821,438492
2020,10,1597781,396482,113278,58,4,0.75379748538754754,-10,-2.0676753094190836,9200474,440,17958,1786,94318,17002,17695,13447,5499,19920,2378,746,450808
2020,11,1467048,359617,90561,57,4,0.76560062492885406,-10,-2.1155426139475222,8630032,610,13269,3522,110874,13613,15845,12012,6182,15498,1945,804,432351
2020,12,1384303,337302,74732,53,3,0.8394246057402176,-10,-2.2296326212807234,8492655,490,9827,1648,113153,10221,13812,13621,5905,12668,1826,644,441442
2020,13,1336029,309131,73963,91,3,1.0054790726848002,-10,-2.2801340429017682,8301938,840,9336,1325,84960,9064,12481,12839,5202,11108,1729,1045,435740
2020,14,1328485,308416,78175,71,12,0.99334610477348,-10,-2.2528164734853253,8170914,520,10930,1164,77507,8991,12144,11556,5196,12432,1402,894,430588
2020,15,1226336,284518,74651,36,5,0.99785140275699247,-10,-2.1644443769675124,7598812,640,10546,938,67798,8200,9787,12716,5058,11513,1361,1092,404802
2020,16,1235744,288387,75116,45,1,1.0126128269493155,-10,-2.1631655474114271,7621425,504,10908,1175,65054,10007,10265,15173,4467,11459,1401,790,402813
2020,17,1261081,301302,80493,35,5,0.93596821771814243,-10,-2.1100509305084576,7730754,455,13277,756,66003,11482,13032,14715,5725,10857,1458,769,407697
2020,18,1234665,302302,83235,36,4,0.851478701897844,-10,-2.0695057593405926,7554894,480,12941,1002,63458,11086,12714,14457,6015,12205,1798,882,395426
2020,19,1269909,317434,89279,66,4,0.814039520973171,-10,-2.090060956476913,7706545,648,14311,1356,67096,10735,13323,14165,7528,13807,1723,885,401126
2020,20,1261348,316296,87331,47,7,0.807058644449151,-10,-2.1236358180735597,7703836,500,14312,1002,68380,10923,15412,15563,6424,12894,1542,826,399476
2020,21,1273234,319721,85164,45,6,0.8148107016182512,-10,-2.0174823260537713,7695827,740,14010,833,69133,11111,15762,18313,5328,16628,1634,668,397431
2020,22,1249560,347338,97264,46,3,0.51433211930308087,-10,-2.3960167516609765,7540111,400,16797,677,75629,25031,12346,19191,6271,14085,1345,612,388783
2020,23,1418527,440509,121681,82,11,0.18944637995429045,-10,-2.8255887263129371,8335131,500,20642,669,91352,56701,15387,15957,9333,13906,2086,640,415634
2020,24,1355009,383146,105960,48,8,0.47320884689156584,-10,-2.4498697430108103,8057239,1110,19299,895,78449,32983,14308,12355,7198,12839,2265,515,404038
2020,25,1384911,383626,107151,44,5,0.5390717210614141,-10,-2.2855614633348385,8204550,440,19469,888,82002,23425,14866,22587,8198,16535,3317,802,412335
2020,26,1332307,359574,98949,63,3,0.61373110040951651,-10,-2.1907132326673326,7942259,720,16861,1147,78501,18005,17812,16599,7307,14012,3562,1099,400900
2020,27,1306679,357059,94342,63,12,0.57479331158350488,-10,-2.1533403535656888,7786510,720,15810,1148,80845,17376,16868,20174,6188,14494,2216,790,395819
