week_start,global_total_events,global_disruption_events,extreme_crisis_events,high_velocity_media_events,black_swan_candidate_events,global_avg_impact,global_worst_event_impact,global_avg_sentiment,global_total_media_mentions,global_peak_event_media,maritime_conflict_events,infrastructure_attack_events,trade_restriction_events,protest_events,middle_east_disruption,asia_disruption,europe_disruption,russia_ukraine_disruption,egypt_disruption,yemen_disruption,unique_sources
2023-01-13,159171,42571,13386,17,0,0.5582800887096235,-10,-1.8261957616313729,897314,289,2077,346,10063,1315,1696,1057,716,6347,109,33,43298
2023-01-20,169294,44585,14206,7,2,0.6095254409488722,-10,-1.7951774664225817,962774,310,2245,348,9912,1652,1551,913,1482,7572,136,31,46109
2023-02-03,165739,45047,14397,3,1,0.5291482390988202,-10,-1.9704554529154852,941275,330,2597,385,10172,1400,2294,1403,961,7536,184,34,44801
2023-02-10,168832,44229,14285,8,1,0.6315283832448708,-10,-1.8726331158898009,960339,280,2583,944,10063,1350,1563,1139,826,7744,129,27,46015
2023-02-17,171734,45322,14636,8,1,0.6034332164859619,-10,-1.9467671080984943,969572,400,2614,444,9797,1474,1449,1372,1166,8554,166,30,46328
2023-02-24,184007,48600,15272,21,2,0.6442282087094506,-10,-2.026672092459433,1033535,350,2395,517,10777,1712,1843,1764,1025,11909,97,37,48277
2023-03-03,169894,45557,13253,14,2,0.6006192096248226,-10,-1.9242956581110864,969274,310,2294,324,10220,1935,1946,1363,964,7741,164,22,46335
2023-03-10,175643,47811,15232,5,0,0.5448085036124424,-10,-1.9683688453192407,1012604,380,2868,695,10434,2065,2848,1521,1144,7221,161,54,47452
2023-03-17,178341,47383,13494,9,0,0.6598335744485206,-10,-1.854675708300513,1014355,1100,1997,326,10474,1985,1639,1733,1027,8728,119,54,48062
2023-03-24,300249,83204,24621,33,4,0.498488905763935,-10,-1.9685788368651913,1674947,1004,3632,861,19679,4224,4289,2580,1521,9961,311,170,79977
2023-03-31,263359,71747,20820,22,2,0.59907274860551,-10,-1.9311908115911265,1474760,1040,3499,453,17778,2806,2962,2244,1274,10038,245,69,71658
2023-04-07,227667,65194,22305,17,0,0.3527689685767702,-10,-2.059673363416137,1275598,450,3951,1510,14010,2149,7083,2441,694,8261,228,67,60885
2023-04-14,243459,63422,19305,15,3,0.6349968577871355,-10,-1.812085526919072,1367102,512,3401,602,15481,1899,2256,2419,1033,8644,194,150,66139
2023-04-21,235256,59981,18689,16,2,0.7009296572128078,-10,-1.5809650711811578,1341792,310,3856,394,14357,1816,1581,1845,1111,8063,290,88,65986
2023-04-28,244930,62510,20311,26,3,0.6710430369617298,-10,-1.6304641170005572,1388757,286,3333,1063,14427,1871,2402,2439,929,8782,457,157,67990
2023-05-05,243675,62287,20053,16,2,0.6651544064840444,-10,-1.653789213301572,1367436,560,3975,361,14034,2070,2105,1888,977,8229,310,49,67712
2023-05-12,238653,63327,20032,10,0,0.6024169184290022,-10,-1.8616028145967167,1367148,230,3353,918,14115,2005,3624,1712,919,7672,365,69,67627
2023-05-19,251427,60800,18050,12,1,0.8497452540896633,-10,-1.5131928437017277,1406562,230,2927,576,14680,1895,2317,1648,814,9142,272,52,68521
2023-05-26,226667,60212,18928,7,2,0.6159035060242571,-10,-1.6765046698190682,1290642,490,3520,758,14464,1668,2049,1512,1210,8344,203,65,65136
2023-06-02,230977,58477,18127,9,2,0.7074024686440642,-10,-1.5078613978538296,1312390,230,3090,544,13100,2162,2122,1795,896,8203,175,31,64618
2023-06-09,227564,59428,17778,6,0,0.6651932026419599,-10,-1.7273608896405213,1297004,200,2824,523,13509,1850,2275,1462,1007,8824,411,49,65308
2023-06-16,230791,56782,17370,11,1,0.8033112209748285,-10,-1.5407834480153793,1314635,400,2865,711,12910,1828,1622,1463,937,7216,314,49,66291
2023-06-21,246902,61002,19985,13,1,0.7441664169009042,-10,-1.5707827574506354,1414232,320,3383,370,13446,1891,4117,1972,996,6645,316,40,71623
2023-06-30,210573,55133,15867,7,1,0.6754462865256865,-10,-1.6770908205070012,1227876,260,2993,338,12092,2266,1699,1334,707,6648,275,48,62079
2023-07-07,215659,55809,17683,2,0,0.6885597169605765,-10,-1.7382585388449483,1229682,200,3106,515,12157,1959,3068,1666,912,6979,229,30,61654
2023-07-14,212967,56244,16570,4,1,0.6637192616696513,-10,-1.7205731986621728,1220604,430,2694,391,12742,1911,2077,1718,839,7219,252,70,61537
2023-07-21,211253,58070,17332,10,0,0.5155055786190027,-10,-1.8755173834268208,1205944,463,2769,593,12910,2331,2264,1431,822,8860,362,80,61085
2023-07-28,208372,53708,16301,21,0,0.6735213944291863,-10,-1.6310445090961576,1210930,442,2636,570,11645,1765,1692,1388,669,7200,280,45,60017
2023-08-04,206204,57984,18653,8,1,0.4037672162948585,-10,-2.0784105399236776,1187949,468,2915,285,13589,1719,1725,1324,755,8176,186,31,60243
2023-08-11,196997,54121,17894,3,0,0.4813646908328557,-10,-2.012774666704035,1148924,180,2814,537,12297,1498,2012,1624,675,6519,185,95,58417
2023-08-18,202975,54853,17305,7,1,0.5337591699388655,-10,-1.930144770185368,1158048,240,2707,374,12979,1573,1418,1565,704,7098,152,34,58630
2023-08-25,207246,53699,16981,7,0,0.6508489951506704,-10,-1.862875564649205,1151885,310,3004,401,12067,1605,1466,1560,754,7209,185,59,58740
2023-09-01,202436,53716,17007,7,0,0.5690911605757945,-10,-1.751068572934665,1166329,936,3122,355,11817,1826,1672,2037,891,6619,206,31,59091
2023-09-08,224942,54545,16802,6,2,0.8335259755848148,-10,-1.4591213599881343,1253190,639,2525,575,12305,1592,1726,1937,911,7826,236,38,62721
2023-09-15,229265,58462,16610,14,1,0.7234924650513601,-10,-1.6275319116281166,1309233,780,2679,406,14857,2069,2252,1503,849,7624,207,65,65072
2023-09-22,240548,60089,18885,10,2,0.7573694231504792,-10,-1.5222182916354814,1342798,380,2876,831,13060,2183,2485,1479,810,8551,412,87,65435
2023-09-28,235188,60130,18700,4,0,0.731302617480486,-10,-1.6979324933241882,1336930,200,3158,380,12831,2059,2351,1573,1230,6514,354,69,67646
2023-10-13,262085,75605,27368,4,0,0.3178477129469945,-10,-2.504944970677805,1440632,200,3606,1240,15317,3325,19043,1394,1154,5179,1139,156,68843
2023-10-20,257162,72574,25988,6,0,0.4112275530599431,-10,-2.2254351575329783,1423170,234,3524,1422,14356,2951,15408,1347,881,5415,1378,327,68121
2023-10-27,239428,68565,25966,17,1,0.3130974656264098,-10,-2.183123867888192,1340030,290,3973,1328,13000,2078,13309,1755,825,5822,978,143,65269
2023-11-03,235699,65831,24325,9,2,0.3972053339216595,-10,-2.1198509156028527,1303990,335,3349,782,13513,1897,12274,1377,801,5173,900,149,63757
2023-11-10,235197,64059,23307,8,0,0.5004723699707107,-10,-1.8525081113335284,1328991,790,3309,837,12344,2396,10707,1374,889,5116,522,240,64747
2023-11-17,230412,63351,21684,23,4,0.4732947936739353,-10,-1.9314788301000991,1318381,320,3143,548,13380,2458,8774,1527,929,5355,440,117,64104
2023-11-24,195397,49226,17000,13,2,0.7902398706223706,-10,-1.83463164237812,1156877,240,2396,595,10259,1886,6889,1095,950,4770,598,110,56588
2023-12-01,220414,58235,19288,9,0,0.6202945366446752,-10,-1.946401619310269,1252472,810,2982,594,12939,1713,7905,1218,878,5002,469,120,62725
2023-12-08,216675,58980,20219,9,1,0.5219977662088316,-10,-1.9330805280395968,1234901,280,3185,808,12601,1588,6786,1164,771,5477,448,121,60722
2023-12-15,217788,59635,19081,13,0,0.5730953955222483,-10,-1.849332315745805,1241543,450,2764,750,13037,1700,6893,1217,1402,5497,339,530,61627
2023-12-22,188160,53653,18744,4,0,0.420558596864207,-10,-2.093932616805197,1088314,260,3597,515,11690,1585,5437,1087,903,4974,299,285,55919
2023-12-29,167185,53169,20310,4,0,0.0194748332685341,-10,-2.4541051283547137,963745,402,2976,1588,10596,1478,6931,875,722,8029,356,270,48997
2024-01-05,189752,57391,21499,2,2,0.1875332012310808,-10,-2.4663295507687346,1065676,385,3525,1533,11671,1404,6661,1132,781,5545,251,291,54312
2024-01-12,225551,67020,22873,10,2,0.3290805423283941,-10,-2.270406375162695,1274975,416,2898,1372,12421,2052,11263,1684,1181,5668,282,4228,63427
2024-01-19,211479,60935,21082,11,0,0.3211481991119685,-10,-2.1307887634936944,1216242,660,2807,969,12473,1827,8629,1161,1133,6175,243,821,60867
2024-01-26,217630,59297,18359,9,0,0.5659371410191597,-10,-1.9352087023682183,1232818,180,2620,769,12172,1908,7077,1264,1084,6131,456,553,61491
2024-02-02,212636,60549,20276,4,0,0.4055818393874978,-10,-2.104593035170115,1234000,260,2688,707,12390,2622,6567,1095,856,6061,321,359,61854
2024-02-09,215365,59047,18694,8,1,0.516738173510896,-10,-1.8889936348341052,1224945,340,2785,423,12774,2394,6414,786,883,6491,975,208,62238
2024-02-23,225675,60530,18818,6,0,0.604963376212481,-10,-1.9554743819974036,1276097,260,2642,545,13622,2268,5663,1118,934,8735,417,293,63867
2024-03-01,228560,61219,19023,3,0,0.6214945133796637,-10,-1.8349242828706895,1306477,280,3211,345,12730,2497,5687,1079,1331,6665,441,143,65495
2024-03-08,219372,57351,18060,9,0,0.6552581915650108,-10,-1.6196477378516685,1242988,240,2635,492,12237,2660,4316,1446,930,6075,269,261,63609
2024-03-15,218099,57716,17562,5,0,0.6503633670947623,-10,-1.8102410723134643,1261556,160,2781,608,12518,2317,4900,1365,988,7478,333,333,63828
2024-03-22,221877,62263,19928,7,2,0.4834025158083091,-10,-2.067708396957462,1263877,179,3218,905,13056,2000,5105,1866,853,9640,457,116,64317
2024-03-29,188469,54210,17479,7,0,0.3994089213610737,-10,-2.041096521659176,1067493,208,2505,750,11473,1860,5122,1354,656,8396,258,137,54195
2024-04-03,229323,64077,20920,11,0,0.4639364564391663,-10,-1.9110616859331968,1308539,280,2835,630,12597,2114,8848,1470,826,6600,302,122,67052
2024-04-12,217930,60797,20074,9,2,0.4343146882026309,-10,-2.0303176563116963,1242328,180,2867,832,13206,1597,9537,1712,1292,6097,208,116,61212
2024-04-19,221488,66114,23550,7,0,0.1818789279780385,-10,-2.176553395431847,1277039,330,2931,1713,13549,2318,13782,1507,979,6432,301,113,63561
2024-04-26,219716,61146,18312,18,0,0.5024736477998829,-10,-1.9627443942307896,1267464,280,2490,584,14244,3684,6166,1905,969,5765,564,201,62774
2024-05-10,206365,57323,17792,4,0,0.4908918663533043,-10,-1.7937372967604526,1176723,340,2439,427,12594,2776,7261,1423,886,5306,915,101,59188
2024-05-17,217522,60073,20001,8,1,0.4836861728292835,-10,-1.8393447249772343,1250737,270,3441,638,12834,1976,5587,1550,770,6863,594,99,62785
2024-05-24,213230,58494,17711,7,1,0.5566509555633703,-10,-1.8025823123554217,1223306,228,2390,562,12964,1848,5952,2467,924,6587,630,86,61486
2024-05-31,223576,63080,19599,8,1,0.5212692775610974,-10,-1.951610456812544,1261306,1040,2764,772,15506,1722,5997,1927,1174,7650,716,555,63240
2024-06-07,209906,53927,17196,5,1,0.7016440692500479,-10,-1.6029033726124478,1197427,432,2468,513,11979,1513,4623,1316,1023,6292,348,273,60420
2024-06-14,211127,52493,16702,5,1,0.8115731289697607,-10,-1.503724039875316,1212657,238,2624,738,11827,1563,4211,1490,705,6637,259,284,60270
2024-06-21,200440,54215,16803,8,1,0.5725458990221529,-10,-1.8092418454534056,1160411,412,2876,388,12394,1901,3883,1693,823,6172,230,78,58215
2024-06-28,195177,52043,15850,17,0,0.611703223228146,-10,-1.898524432755136,1138575,432,2442,484,11959,1687,4089,1095,647,4702,223,167,58286
2024-07-05,183968,44993,13973,5,1,0.7865677726561061,-10,-1.3838961535211678,1071368,350,2034,410,9601,1536,3067,1284,697,4777,208,93,54913
2024-07-12,197149,50180,15444,14,2,0.7379225864701325,-10,-1.655351738340033,1143149,498,2238,443,10683,1514,3088,1481,1025,5810,222,123,57378
2024-07-19,194448,52653,16681,1,0,0.5267891672838025,-10,-1.973114147692657,1114767,230,2875,377,11997,1687,4426,1055,1244,5404,206,303,57707
2024-07-26,190355,51610,16104,10,2,0.5149310498804834,-10,-1.93809188835754,1067505,220,2276,423,11749,1956,4423,1173,804,4747,227,112,54793
2024-08-02,201109,58727,19693,4,0,0.3738509962259269,-10,-2.415199760589065,1111769,220,2552,537,14261,2332,8280,944,1703,6019,267,181,55243
2024-08-09,187832,55203,19066,0,0,0.2432956045828185,-10,-2.210484917429694,1070760,150,2441,451,12962,2142,5846,890,756,6835,252,323,54505
2024-08-16,191860,55262,19033,10,2,0.3324427441128348,-10,-2.157559164172424,1084049,252,2643,430,12214,1852,5356,997,830,7237,217,140,54623
2024-08-23,193379,53300,17661,5,0,0.4511291298434658,-10,-1.9513096291835312,1090878,170,2544,419,11549,2049,4171,1136,928,6556,354,95,55919
2024-08-30,195622,54767,18522,11,1,0.4238215733484621,-10,-2.006001151759312,1120527,220,2666,505,12102,1612,4647,1285,1100,6376,290,149,56297
2024-09-06,209247,57324,19720,3,0,0.486703624937273,-10,-1.9770992243934995,1183587,336,4185,482,12330,2031,5311,1128,1110,6148,250,63,59768
2024-09-13,217017,59294,18862,4,0,0.4972522889911843,-10,-1.9744905384124307,1232928,390,3043,709,12792,1837,4404,1275,1161,7731,267,79,61804
2024-09-20,202777,56441,19802,4,0,0.3972851950665004,-10,-2.028172446201712,1170333,220,2969,707,11323,1469,6810,1231,828,4751,291,97,59743
2024-09-27,222076,59224,19528,11,1,0.541371422395932,-10,-1.8322299582649813,1245116,210,2376,925,11944,1841,8448,1301,777,5557,215,309,62577
2024-10-11,208604,55744,19235,5,0,0.5271222028340781,-10,-1.6789377714279698,1177892,280,2716,844,11062,1633,8905,1616,878,5207,268,82,59644
2024-10-18,214727,58033,19627,10,0,0.5236510715982274,-10,-1.9176306186527423,1218754,688,2705,562,12139,1640,7628,1094,1004,5383,266,170,61209
2024-10-25,214506,59527,20664,5,0,0.4400683430766556,-10,-1.9118334150656848,1226055,576,2718,587,11697,1615,6526,1265,815,6942,227,109,61466
2024-11-01,194573,53613,17676,19,1,0.4787894517738834,-10,-1.7503830068587565,1094107,432,2269,716,10622,1802,6369,1166,764,5800,205,65,55128
2024-11-08,193732,50076,16264,8,1,0.6230973716267773,-10,-1.4272128724922986,1111435,220,2233,347,10713,1474,4405,1147,1064,5183,148,124,57979
2024-11-15,201858,52446,16182,10,2,0.65246064064838,-10,-1.582594748825402,1155258,380,2213,405,11328,1854,4755,1078,1050,5138,131,62,59250
2024-11-22,209467,60103,18309,2,1,0.4001413123910898,-10,-2.0010102251311053,1200029,310,2520,1574,13469,1603,6223,1088,1209,8748,202,93,61222
2024-11-29,178684,48741,15535,19,2,0.553916970741653,-10,-1.8104662197090473,1068673,480,2166,588,10508,1973,3863,1384,714,6684,130,61,53829
2024-12-06,208754,55929,17216,9,1,0.5888342259310068,-10,-1.7380516609984569,1193575,200,2699,323,12495,2020,3479,1286,841,5309,143,87,60140
2024-12-13,206647,55392,18056,16,3,0.575362332867164,-10,-1.787308332177402,1196365,260,2518,727,12374,1702,4117,1276,825,5964,218,77,59853
2024-12-20,201350,55334,17936,11,1,0.5485269431338514,-10,-1.9155294205388176,1165630,330,2468,781,12043,1857,4197,1050,1057,6024,271,383,58739
2024-12-27,152368,44986,16176,3,0,0.2669136564107932,-10,-2.278089098346676,892262,180,2204,532,9804,1301,4693,1140,583,7012,231,886,46038
2025-01-03,157573,45659,15944,7,0,0.3009011696166226,-10,-2.249882752016699,914475,200,2584,389,10017,1345,4115,913,767,3575,196,298,47312
2025-01-10,195243,53945,16012,5,0,0.5148701874074872,-10,-1.952228445026167,1109374,200,2124,248,13368,1886,3366,1194,793,4834,179,380,57674
2025-01-17,213255,54443,16065,6,0,0.7970814283369712,-10,-1.688759358795599,1194870,340,2052,401,13522,1561,4083,1481,719,5249,317,113,60713
2025-01-24,206371,55876,17223,12,0,0.586482112312284,-10,-1.95970618615958,1167079,455,2395,242,13195,1535,3444,1247,804,5450,181,109,58953
2025-02-07,204529,55477,15313,7,0,0.6295356648690335,-10,-1.979139984597416,1162339,678,2052,174,13086,1914,4303,1307,893,5107,520,68,59128
2025-02-14,217707,55087,14998,5,0,0.819749105424414,-10,-1.7094927887333975,1209760,340,2076,188,12746,1558,3379,1122,1658,6632,406,119,60730
2025-02-21,210858,54253,15118,0,0,0.7545713228807915,-10,-1.8615796094946535,1190326,150,2128,196,12150,1525,3639,1280,1309,6812,288,35,59641
2025-02-28,219966,55907,15431,6,0,0.8250184119363932,-10,-1.6125572023865016,1221933,650,2055,171,12510,2008,2939,1452,775,7186,276,30,61183
2025-03-07,216080,57837,16828,11,1,0.6761011121035526,-10,-1.6995123288608185,1225929,200,2107,494,13291,2262,3008,1353,940,8288,324,137,61591
2025-03-14,213669,55946,15729,11,0,0.7146398082971434,-10,-1.8641948792329408,1201669,230,2218,197,12912,2275,3528,1119,953,7689,204,30,59301
2025-03-21,210720,60131,17372,11,0,0.4786612566438836,-10,-2.0328893965370805,1200870,280,2344,432,13654,2787,4391,1335,851,6703,299,344,60245
2025-03-28,216364,58504,15938,9,1,0.6118189717328245,-10,-1.862721219074166,1212458,310,2041,450,13780,2539,4544,1366,738,6124,198,550,60037
2025-04-03,209464,55134,15309,5,0,0.728469808654475,-10,-1.84950828960981,1191802,202,2064,273,12214,2006,5381,1445,1010,4123,308,341,60934
2025-04-11,210073,53866,15030,10,0,0.780737172316297,-10,-1.6845258248148998,1179971,1170,2074,217,12814,1901,3693,2118,787,5470,194,227,59051
2025-04-18,187645,50221,15716,8,1,0.5925806709477985,-10,-1.8630379419110248,1041724,680,2668,468,11164,1576,3929,1645,665,5848,193,534,50594
2025-04-25,222381,58710,18407,15,0,0.6117055863585423,-10,-2.0569996209991817,1229423,220,2831,489,13171,1948,3115,1316,740,7202,218,260,60294
2025-04-30,224482,60547,19283,6,0,0.6040547403308981,-10,-1.809751426226477,1270399,290,2754,273,12732,1856,4235,1548,816,5592,209,345,64201
2025-05-09,224141,56995,18664,8,1,0.6699559652183242,-10,-1.459502465158895,1234367,630,2732,892,12395,1604,3408,1477,1103,5698,187,345,62330
2025-05-16,221272,53741,15591,3,0,0.895546657507495,-10,-1.6035990005320098,1224268,180,2154,286,12281,1631,3496,1077,855,6343,167,328,60754
2025-05-23,211348,57079,17532,5,0,0.6181231901886912,-10,-1.9110080007605257,1194278,545,3194,346,12732,1745,5880,1287,974,5051,161,199,60112
2025-05-30,200325,52417,15593,6,0,0.662842381130661,-10,-1.7144900336181392,1125660,160,2442,318,11958,1522,3863,1504,744,5349,249,160,57464
2025-06-06,191578,54049,16239,10,2,0.4506796187453636,-10,-1.9375783283424763,1076260,264,2495,442,12989,1459,4131,1303,1002,6098,399,273,54935
2025-06-13,224392,71325,24054,13,1,0.0272371564048634,-10,-2.515320261642949,1249218,310,2359,1293,14488,2983,23015,1146,675,3560,483,206,63128
2025-06-20,422,144,42,0,0,-0.1765402843601894,-10,-2.8058835369009234,1867,20,6,2,29,10,42,0,0,9,0,1,168
2025-06-27,1643,287,99,0,0,1.5153377967133286,-10,-1.9665536862132371,7577,30,16,0,62,16,31,13,3,30,2,0,561
2025-07-04,185115,48898,15652,3,0,0.6402571374550983,-10,-1.7998265740802186,1060624,360,2024,512,10818,1453,4291,1423,982,6360,237,60,53915
2025-07-11,198469,52609,16248,23,1,0.6293175726061611,-10,-1.9793623021603064,1125922,432,2400,364,11737,1418,4111,1089,842,5353,198,201,56796
2025-07-18,196725,55481,16209,7,0,0.5416982254235664,-10,-2.137062112700852,1114501,256,2139,251,12777,1788,4879,1247,968,4897,218,211,56317
2025-07-25,200176,53292,15730,8,0,0.6970925585484736,-10,-2.0792084840951603,1124210,477,2279,463,11832,1565,5060,1014,666,3966,226,104,55763
2025-08-01,209690,56733,16898,13,0,0.6184410319996108,-10,-2.0310075100200007,1147332,364,2367,389,12721,1836,4843,1122,881,5091,321,164,57034
2025-08-08,199589,53156,15481,4,0,0.670713315864099,-10,-1.9530379341096655,1098230,236,2340,180,11634,1513,4945,1275,941,4615,295,42,55852
2025-08-15,189696,48737,14642,6,0,0.7210611771528008,-10,-1.7834498541939472,1026906,260,2028,260,10751,1531,3443,1135,686,6449,210,101,51986
2025-08-22,193314,52958,15808,12,0,0.603147211272851,-10,-1.9680021591407204,1086400,330,2137,400,11878,1336,4110,1279,910,6526,237,99,54887
